Productos,CAcopios,Clientes,Tiempo,AC
Queso blando,Pivijay,Barranquilla,6,0.0
Queso blando,Pivijay,Barranquilla,7,0.0
Queso blando,Pivijay,Barranquilla,8,0.0
Queso blando,Pivijay,Barranquilla,9,0.0
Queso blando,Pivijay,Barranquilla,10,0.0
Queso blando,Pivijay,Barranquilla,11,0.0
Queso blando,Pivijay,Barranquilla,12,0.0
Queso blando,Pivijay,Bogotá,1,0.0
Queso blando,Pivijay,Bogotá,2,0.0
Queso blando,Pivijay,Bogotá,3,0.0
Queso blando,Pivijay,Bogotá,4,0.0
Queso blando,Pivijay,Bogotá,5,0.0
Queso blando,Pivijay,Bogotá,6,0.0
Queso blando,Pivijay,Bogotá,7,0.0
Queso blando,Pivijay,Bogotá,8,0.0
Queso blando,Pivijay,Bogotá,9,0.0
Queso blando,Pivijay,Bogotá,10,0.0
Queso blando,Pivijay,Bogotá,11,0.0
Queso blando,Pivijay,Bogotá,12,0.0
Queso blando,Pivijay,Bucaramanga,1,0.0
Queso blando,Pivijay,Bucaramanga,2,0.0
Queso blando,Pivijay,Bucaramanga,3,0.0
Queso blando,Pivijay,Bucaramanga,4,0.0
Queso blando,Pivijay,Bucaramanga,5,0.0
Queso blando,Pivijay,Bucaramanga,6,0.0
Queso blando,Pivijay,Bucaramanga,7,0.0
Queso blando,Pivijay,Bucaramanga,8,0.0
Queso blando,Pivijay,Bucaramanga,9,0.0
Queso blando,Pivijay,Bucaramanga,10,0.0
Queso blando,Pivijay,Bucaramanga,11,0.0
Queso blando,Pivijay,Bucaramanga,12,0.0
Queso blando,Pivijay,Cartagena,1,0.0
Queso blando,Pivijay,Cartagena,2,0.0
Queso blando,Pivijay,Cartagena,3,0.0
Queso blando,Pivijay,Cartagena,4,0.0
Queso blando,Pivijay,Cartagena,5,0.0
Queso blando,Pivijay,Cartagena,6,0.0
Queso blando,Pivijay,Cartagena,7,0.0
Queso blando,Pivijay,Cartagena,8,0.0
Queso blando,Pivijay,Cartagena,9,0.0
Queso blando,Pivijay,Cartagena,10,0.0
Queso blando,Pivijay,Cartagena,11,0.0
Queso blando,Pivijay,Cartagena,12,0.0
Queso blando,Pivijay,Cali,1,0.0
Queso blando,Pivijay,Cali,2,0.0
Queso blando,Pivijay,Cali,3,0.0
Queso blando,Pivijay,Cali,4,0.0
Queso blando,Pivijay,Cali,5,0.0
Queso blando,Pivijay,Cali,6,0.0
Queso blando,Pivijay,Cali,7,0.0
Queso blando,Pivijay,Cali,8,0.0
Queso blando,Pivijay,Cali,9,0.0
Queso blando,Pivijay,Cali,10,0.0
Queso blando,Pivijay,Cali,11,0.0
Queso blando,Pivijay,Cali,12,0.0
Queso blando,Pivijay,Cúcuta,1,0.0
Queso blando,Pivijay,Cúcuta,2,0.0
Queso blando,Pivijay,Cúcuta,3,0.0
Queso blando,Pivijay,Cúcuta,4,0.0
Queso blando,Pivijay,Cúcuta,5,0.0
Queso blando,Pivijay,Cúcuta,6,0.0
Queso blando,Pivijay,Cúcuta,7,0.0
Queso blando,Pivijay,Cúcuta,8,0.0
Queso blando,Pivijay,Cúcuta,9,0.0
Queso blando,Pivijay,Cúcuta,10,0.0
Queso blando,Pivijay,Cúcuta,11,0.0
Queso blando,Pivijay,Cúcuta,12,0.0
Queso blando,Pivijay,Medellín,1,0.0
Queso blando,Pivijay,Medellín,2,0.0
Queso blando,Pivijay,Medellín,3,0.0
Queso blando,Pivijay,Medellín,4,0.0
Queso blando,Pivijay,Medellín,5,0.0
Queso blando,Pivijay,Medellín,6,0.0
Queso blando,Pivijay,Medellín,7,0.0
Queso blando,Pivijay,Medellín,8,0.0
Queso blando,Pivijay,Medellín,9,0.0
Queso blando,Pivijay,Medellín,10,0.0
Queso blando,Pivijay,Medellín,11,0.0
Queso blando,Pivijay,Medellín,12,0.0
Queso blando,Pivijay,Valledupar,1,0.0
Queso blando,Pivijay,Valledupar,2,0.0
Queso blando,Pivijay,Valledupar,3,0.0
Queso blando,Pivijay,Valledupar,4,0.0
Queso blando,Pivijay,Valledupar,5,0.0
Queso blando,Pivijay,Valledupar,6,0.0
Queso blando,Pivijay,Valledupar,7,0.0
Queso blando,Pivijay,Valledupar,8,0.0
Queso blando,Pivijay,Valledupar,9,0.0
Queso blando,Pivijay,Valledupar,10,0.0
Queso blando,Pivijay,Valledupar,11,0.0
Queso blando,Pivijay,Valledupar,12,0.0
Queso blando,Nueva granada,Santa Marta,1,0.0
Queso blando,Nueva granada,Santa Marta,2,0.0
Queso blando,Nueva granada,Santa Marta,3,0.0
Queso blando,Nueva granada,Santa Marta,4,0.0
Queso blando,Nueva granada,Santa Marta,5,0.0
Queso blando,Nueva granada,Santa Marta,6,0.0
Queso blando,Nueva granada,Santa Marta,7,0.0
Queso blando,Nueva granada,Santa Marta,8,0.0
Queso blando,Nueva granada,Santa Marta,9,0.0
Queso blando,Nueva granada,Santa Marta,10,0.0
Queso blando,Nueva granada,Santa Marta,11,0.0
Queso blando,Nueva granada,Santa Marta,12,0.0
Queso blando,Nueva granada,Riohacha,1,0.0
Queso blando,Nueva granada,Riohacha,2,0.0
Queso blando,Nueva granada,Riohacha,3,0.0
Queso blando,Nueva granada,Riohacha,4,0.0
Queso blando,Nueva granada,Riohacha,5,0.0
Queso blando,Nueva granada,Riohacha,6,0.0
Queso blando,Nueva granada,Riohacha,7,0.0
Queso blando,Nueva granada,Riohacha,8,0.0
Queso blando,Nueva granada,Riohacha,9,0.0
Queso blando,Nueva granada,Riohacha,10,0.0
Queso blando,Nueva granada,Riohacha,11,0.0
Queso blando,Nueva granada,Riohacha,12,0.0
Queso blando,Nueva granada,Monteria,1,0.0
Queso blando,Nueva granada,Monteria,2,0.0
Queso blando,Nueva granada,Monteria,3,0.0
Queso blando,Nueva granada,Monteria,4,0.0
Queso blando,Nueva granada,Monteria,5,0.0
Queso blando,Nueva granada,Monteria,6,0.0
Queso blando,Nueva granada,Monteria,7,0.0
Queso blando,Nueva granada,Monteria,8,0.0
Queso blando,Nueva granada,Monteria,9,0.0
Queso blando,Nueva granada,Monteria,10,0.0
Queso blando,Nueva granada,Monteria,11,0.0
Queso blando,Nueva granada,Monteria,12,0.0
Queso blando,Nueva granada,Barranquilla,1,0.0
Queso blando,Nueva granada,Barranquilla,2,0.0
Queso blando,Nueva granada,Barranquilla,3,0.0
Queso blando,Nueva granada,Barranquilla,4,0.0
Queso blando,Nueva granada,Barranquilla,5,0.0
Queso blando,Nueva granada,Barranquilla,6,0.0
Queso blando,Nueva granada,Barranquilla,7,0.0
Queso blando,Nueva granada,Barranquilla,8,0.0
Queso blando,Nueva granada,Barranquilla,9,0.0
Queso blando,Nueva granada,Barranquilla,10,0.0
Queso blando,Nueva granada,Barranquilla,11,0.0
Queso blando,Nueva granada,Barranquilla,12,0.0
Queso blando,Nueva granada,Bogotá,1,0.0
Queso blando,Nueva granada,Bogotá,2,0.0
Queso blando,Nueva granada,Bogotá,3,0.0
Queso blando,Nueva granada,Bogotá,4,0.0
Queso blando,Nueva granada,Bogotá,5,0.0
Queso blando,Nueva granada,Bogotá,6,0.0
Queso blando,Nueva granada,Bogotá,7,0.0
Queso blando,Nueva granada,Bogotá,8,0.0
Queso blando,Nueva granada,Bogotá,9,0.0
Queso blando,Nueva granada,Bogotá,10,0.0
Queso blando,Nueva granada,Bogotá,11,0.0
Queso blando,Nueva granada,Bogotá,12,0.0
Queso blando,Nueva granada,Bucaramanga,1,0.0
Queso blando,Nueva granada,Bucaramanga,2,0.0
Queso blando,Nueva granada,Bucaramanga,3,0.0
Queso blando,Nueva granada,Bucaramanga,4,0.0
Queso blando,Nueva granada,Bucaramanga,5,0.0
Queso blando,Nueva granada,Bucaramanga,6,0.0
Queso blando,Nueva granada,Bucaramanga,7,0.0
Queso blando,Nueva granada,Bucaramanga,8,0.0
Queso blando,Nueva granada,Bucaramanga,9,0.0
Queso blando,Nueva granada,Bucaramanga,10,0.0
Queso blando,Nueva granada,Bucaramanga,11,0.0
Queso blando,Nueva granada,Bucaramanga,12,0.0
Queso blando,Nueva granada,Cartagena,1,0.0
Queso blando,Nueva granada,Cartagena,2,0.0
Queso blando,Nueva granada,Cartagena,3,0.0
Queso blando,Nueva granada,Cartagena,4,0.0
Queso blando,Nueva granada,Cartagena,5,0.0
Queso blando,Nueva granada,Cartagena,6,0.0
Queso blando,Nueva granada,Cartagena,7,0.0
Queso blando,Nueva granada,Cartagena,8,0.0
Queso blando,Nueva granada,Cartagena,9,0.0
Queso blando,Nueva granada,Cartagena,10,0.0
Queso blando,Nueva granada,Cartagena,11,0.0
Queso blando,Nueva granada,Cartagena,12,0.0
Queso blando,Nueva granada,Cali,1,0.0
Queso blando,Nueva granada,Cali,2,0.0
Queso blando,Nueva granada,Cali,3,0.0
Queso blando,Nueva granada,Cali,4,0.0
Queso blando,Nueva granada,Cali,5,0.0
Queso blando,Nueva granada,Cali,6,0.0
Queso blando,Nueva granada,Cali,7,0.0
Queso blando,Nueva granada,Cali,8,0.0
Queso blando,Nueva granada,Cali,9,0.0
Queso blando,Nueva granada,Cali,10,0.0
Queso blando,Nueva granada,Cali,11,0.0
Queso blando,Nueva granada,Cali,12,0.0
Queso blando,Nueva granada,Cúcuta,1,0.0
Queso blando,Nueva granada,Cúcuta,2,0.0
Queso blando,Nueva granada,Cúcuta,3,28280.0
Queso blando,Nueva granada,Cúcuta,4,29250.0
Queso blando,Nueva granada,Cúcuta,5,29250.0
Queso blando,Nueva granada,Cúcuta,6,29250.0
Queso blando,Nueva granada,Cúcuta,7,29250.0
Queso blando,Nueva granada,Cúcuta,8,29250.0
Queso blando,Nueva granada,Cúcuta,9,29250.0
Queso blando,Nueva granada,Cúcuta,10,29250.0
Queso blando,Nueva granada,Cúcuta,11,29250.0
Queso blando,Nueva granada,Cúcuta,12,29250.0
Queso blando,Nueva granada,Medellín,1,0.0
Queso blando,Nueva granada,Medellín,2,0.0
Queso blando,Nueva granada,Medellín,3,0.0
Queso blando,Nueva granada,Medellín,4,0.0
Queso blando,Nueva granada,Medellín,5,0.0
Queso blando,Nueva granada,Medellín,6,0.0
Queso blando,Nueva granada,Medellín,7,0.0
Queso blando,Nueva granada,Medellín,8,0.0
Queso blando,Nueva granada,Medellín,9,0.0
Queso blando,Nueva granada,Medellín,10,0.0
Queso blando,Nueva granada,Medellín,11,0.0
Queso blando,Nueva granada,Medellín,12,0.0
Queso blando,Nueva granada,Valledupar,1,0.0
Queso blando,Nueva granada,Valledupar,2,0.0
Queso blando,Nueva granada,Valledupar,3,0.0
Queso blando,Nueva granada,Valledupar,4,0.0
Queso blando,Nueva granada,Valledupar,5,0.0
Queso blando,Nueva granada,Valledupar,6,0.0
Queso blando,Nueva granada,Valledupar,7,0.0
Queso blando,Nueva granada,Valledupar,8,0.0
Queso blando,Nueva granada,Valledupar,9,0.0
Queso blando,Nueva granada,Valledupar,10,0.0
Queso blando,Nueva granada,Valledupar,11,0.0
Queso blando,Nueva granada,Valledupar,12,0.0
